번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,
1,숙박업,03_11_03_P,3220000,3220000-214-2026-00006,2026-03-27,,01,영업/정상,01,영업,,,,,,161.25,135-911,서울특별시 강남구 역삼동 647-6 블루-b,"서울특별시 강남구 테헤란로13길 8-5, 블루-b 2층 (역삼동)",06133,윌로우리프(willow leaf),2026-03-27 14:47:15,I,2026-03-29 00:20:01,숙박업(생활),202838.962723967,444252.642022705,숙박업(생활),0,0,0,0,0,0,0,4,,,,,0,0,N,
3,숙박업,03_11_03_P,5590000,5590000-214-2026-00001,2026-03-27,,01,영업/정상,01,영업,,,,,,371.18,482-812,"경기도 양주시 장흥면 석현리 346-11 제1동 1,2층, 제2동 1,2층, 제3동 1,2,3층","경기도 양주시 장흥면 권율로 351, 제1동 1,2층, 제2동 1,2층, 제3동 1,2,3층",11519,반딧불,2026-03-27 15:45:39,I,2026-03-29 00:20:01,숙박업(생활),,,숙박업(생활),0,0,1,3,0,0,0,3,,,,자가,0,0,N,
4,숙박업,03_11_03_P,4160000,4160000-214-2026-00008,2026-03-27,,01,영업/정상,01,영업,,,,,,594.31,477-811,경기도 가평군 청평면 호명리 179,"경기도 가평군 청평면 호명리길 58-28, 주1동 지하1층~4층",12455,풀스쿼드가평 주식회사,2026-03-27 14:11:01,I,2026-03-29 00:20:01,숙박업(생활),240754.084515888,468765.114641135,숙박업(생활),4,1,0,0,0,0,0,8,,,,,0,0,N,
17,숙박업,03_11_03_P,4181000,4181000-201-2022-00008,2022-12-15,,01,영업/정상,01,영업,,,,,033 2530000,2419.87,,강원특별자치도 춘천시 근화동 265-1 더잭슨나인스호텔,"강원특별자치도 춘천시 중앙로 193, 더잭슨나인스호텔 (근화동)",24360,잭슨나인스 호텔,2026-03-27 15:52:13,U,2026-03-29 02:40:00,일반호텔,262762.787471616,485918.488669297,일반호텔,15,4,1,15,0,0,2,88,,,,,0,0,N,
18,숙박업,03_11_03_P,4201000,4201000-201-2003-00008,2003-04-29,,01,영업/정상,01,영업,,,,,033 652 4475,957.75,,강원특별자치도 강릉시 초당동 455-8,"강원특별자치도 강릉시 해안로 388, 1~3층 (초당동)",25467,글로잉호텔,2026-03-27 11:12:13,U,2026-03-29 02:40:00,여관업,368375.105236544,478868.415448562,여관업,5,0,1,3,0,0,29,18,,,,,0,0,N,
19,숙박업,03_11_03_P,4201000,4201000-201-2020-00004,2020-09-09,,01,영업/정상,01,영업,,,,,,853.58,,강원특별자치도 강릉시 초당동 455-8,"강원특별자치도 강릉시 해안로 388, 4~5층 (초당동)",25467,글로잉펜션,2026-03-27 11:21:19,U,2026-03-29 02:40:00,숙박업 기타,368375.105236544,478868.415448562,숙박업 기타,5,0,4,5,0,0,0,22,,,,자가,0,0,Y,
29,숙박업,03_11_03_P,3130000,3130000-201-2026-00005,2026-03-11,,01,영업/정상,01,영업,,,,,,193.19,121-807,서울특별시 마포구 노고산동 57-38 JK빌딩,"서울특별시 마포구 서강로 135, JK빌딩 2층 (노고산동)",04058,신촌 스테이,2026-03-27 13:34:04,U,2026-03-29 02:40:00,관광호텔,194224.210759149,450250.907145243,관광호텔,2,0,0,0,0,0,0,0,,,,,0,0,N,
30,숙박업,03_11_03_P,4221000,4221000-201-2021-00001,2021-07-08,,01,영업/정상,01,영업,,,,,,1059.94,,강원특별자치도 태백시 황지동 270-30 태평장여관,"강원특별자치도 태백시 광장로 16, 태평장여관 (황지동)",26007,태평모텔,2026-03-27 10:57:17,U,2026-03-29 02:40:00,여관업,376288.280530756,410223.767125535,여관업,0,0,0,0,0,0,5,17,,,,자가,0,0,N,
31,숙박업,03_11_03_P,4291000,4291000-214-2024-00001,2024-06-28,,01,영업/정상,01,영업,,,,,033 591 7771,28510.68,,강원특별자치도 정선군 사북읍 사북리 354-1,"강원특별자치도 정선군 사북읍 지장천로 579, 강원남부주민주식회사 사북지점",26152,아리아리 호텔,2026-03-27 14:11:13,U,2026-03-29 02:40:00,숙박업(생활),360665.670171637,415444.864340463,숙박업(생활),15,2,1,15,1,2,589,300,,,,,0,0,N,
37,숙박업,03_11_03_P,3860000,3871000-201-2004-00514,2004-01-10,,01,영업/정상,01,영업,,,,,032 6571101,1092.86,,경기도 부천시 원미구 심곡동 180-8,경기도 부천시 원미구 부천로35번길 11 (심곡동),14634,부천엠에스(MS),2026-03-27 11:22:41,U,2026-03-29 02:40:00,여관업,180646.268410205,442831.533998446,여관업,7,2,1,7,0,0,0,48,,,,,0,0,N,
38,숙박업,03_11_03_P,3860000,3871000-201-2005-00533,2005-04-25,,01,영업/정상,01,영업,,,,,032 613 4545,426.00,,경기도 부천시 원미구 심곡동 173-10,경기도 부천시 원미구 부천로3번길 29 (심곡동),14637,아미고모텔,2026-03-27 11:19:32,U,2026-03-29 02:40:00,여관업,180579.051344781,442539.131164155,여관업,3,1,2,3,0,0,0,17,,,,임대,0,0,N,
40,숙박업,03_11_03_P,3930000,3930000-201-2019-02001,2019-04-29,,01,영업/정상,01,영업,,,,,,207.85,425-855,경기도 안산시 단원구 초지동 734-4 두산타운 401호,"경기도 안산시 단원구 초지2로 67-11, 두산타운 401호 (초지동)",15448,달모텔,2026-03-27 14:38:42,U,2026-03-29 02:40:00,숙박업 기타,183632.686488901,422827.511986096,숙박업 기타,0,0,0,0,0,0,0,9,,,,,0,0,N,
42,숙박업,03_11_03_P,3130000,3130000-201-2014-00003,2014-11-04,,01,영업/정상,01,영업,,,,,02  22366633,377.33,121-898,서울특별시 마포구 동교동 198-30,"서울특별시 마포구 동교로 217, 2층,3층,4층층 (동교동)",03993,필로소퍼,2026-03-27 13:32:03,U,2026-03-29 02:40:00,관광호텔,193173.291498782,450805.577656258,관광호텔,4,1,2,0,4,0,0,8,,,,,0,0,N,
43,숙박업,03_11_03_P,4160000,4160000-214-2021-00110,2021-11-01,,01,영업/정상,01,영업,,,,,031 585 5066,804.06,,경기도 가평군 조종면 운악리 421-30,"경기도 가평군 조종면 현등사길 55-65, 55-45, 55-51, 55-57, 55-59, 55-67, 55-69",12432,운악채한옥마을D,2026-03-27 13:02:44,U,2026-03-29 02:40:00,숙박업(생활),230345.44249351,484463.287891547,숙박업(생활),2,0,1,2,0,0,0,1,,,,,0,0,N,
44,숙박업,03_11_03_P,4160000,4160000-214-2021-00098,2021-11-01,,01,영업/정상,01,영업,,,,,031 585 5066,753.78,,"경기도 가평군 조종면 운악리 421-8 421-17, 421-22, 421-26, 421-2, 421-29, 421-28","경기도 가평군 조종면 현등사길 55-35, 55-39, 55-41, 55-43 , 55-61",12432,운악채한옥마을C,2026-03-27 13:12:49,U,2026-03-29 02:40:00,숙박업(생활),230366.467251406,484537.930383032,숙박업(생활),2,0,1,2,0,0,0,1,,,,,0,0,N,
45,숙박업,03_11_03_P,3990000,3990000-214-2025-00002,2025-11-21,,01,영업/정상,01,영업,,,,,02 8353535,3944.67,472-845,"경기도 남양주시 화도읍 마석우리 92-4 3층,4~5층 각층 일부, 6층, 7층, 8층, 9~10층 각층 일부","경기도 남양주시 화도읍 마석중앙로 120, 3층,4~5층 각층 일부, 6층, 7층, 8층, 9~10층 각층 일부",12180,센트럴153,2026-03-26 11:05:21,U,2026-03-29 02:40:00,숙박업(생활),227559.805398403,461106.911465787,숙박업(생활),0,0,3,10,0,0,0,82,,,,자가,0,0,N,
52,숙박업,03_11_03_P,3160000,3160000-201-2014-00002,2014-12-05,,01,영업/정상,01,영업,,,,,0226839000,21131.68,152-892,서울특별시 구로구 오류동 31-277 호텔 베르누이,"서울특별시 구로구 경인로 229 (오류동, 호텔 베르누이)",08267,호텔 베르누이,2026-03-27 18:03:44,U,2026-03-29 02:40:00,관광호텔,186313.367967351,443926.763932065,관광호텔,22,2,3,20,0,0,7,390,주된 인허가인 관광숙박업 등록 취소 시 의제된 인허가인 숙박업도 당연 취소됨을 알려드립니다.,,,,0,0,N,
53,숙박업,03_11_03_P,3160000,3160000-201-1969-00168,1969-10-01,,01,영업/정상,01,영업,,,,,0208665079,189.42,152-854,서울특별시 구로구 구로동 414-30,서울특별시 구로구 구로동로35길 13 (구로동),08286,그로브스테이 구로,2026-03-27 11:09:28,U,2026-03-29 02:40:00,여인숙업,189569.973156004,443496.775934375,여인숙업,3,1,1,2,0,0,15,0,,,,자가,0,0,N,
54,숙박업,03_11_03_P,3220000,3220000-201-2010-00005,2010-11-24,,01,영업/정상,01,영업,,,,,,1999.02,135-920,서울특별시 강남구 역삼동 718-13,서울특별시 강남구 테헤란로28길 3-6 (역삼동),06220,루미에르 호텔,2026-03-27 15:09:59,U,2026-03-29 02:40:00,일반호텔,203390.31649625,444298.028711653,일반호텔,11,2,1,11,0,0,0,40,,,,자가,0,0,N,
57,숙박업,03_11_03_P,3900000,3900000-201-2003-00005,2003-04-12,,01,영업/정상,01,영업,,,,,02 8978510,2458.04,423-851,경기도 광명시 하안동 301-1,경기도 광명시 범안로 986 (하안동),14303,램파트,2026-03-27 16:27:41,U,2026-03-29 02:40:00,일반호텔,188775.939473709,439635.386568794,일반호텔,0,0,0,0,0,0,0,45,,,,,0,0,N,
58,숙박업,03_11_03_P,3080000,3080000-201-1971-00137,1971-11-13,,01,영업/정상,01,영업,,,,,02 9836798,61.98,142-810,서울특별시 강북구 미아동 214-31 수정여관,"서울특별시 강북구 도봉로53길 24, 수정여관 (미아동)",01125,수정,2026-03-27 15:52:50,U,2026-03-29 02:40:00,여관업,202086.674996212,458270.064183957,여관업,1,0,1,1,0,0,3,4,,,,,0,0,N,
59,숙박업,03_11_03_P,3000000,3000000-201-2025-00010,2025-05-19,,01,영업/정상,01,영업,,,,,,83.36,110-827,서울특별시 종로구 숭인동 1142 루밍하우스코리아,"서울특별시 종로구 보문로1길 8, 루밍하우스코리아 1층 (숭인동)",03111,루나하우스,2026-03-27 13:26:03,U,2026-03-29 02:40:00,관광호텔,201936.189136207,452665.980629598,관광호텔,1,0,1,0,0,0,0,5,,,,임대,0,0,N,
60,숙박업,03_11_03_P,3110000,3110000-201-2022-00001,2022-10-17,,01,영업/정상,01,영업,,,,,02999 5290,464.40,122-842,서울특별시 은평구 대조동 198-8 호텔리젠,"서울특별시 은평구 연서로26길 3-15, 호텔리젠 (대조동)",03385,호텔리젠,2026-03-27 17:43:05,U,2026-03-29 02:40:00,관광호텔,192911.176350404,457290.916465449,관광호텔,9,1,9,0,1,0,0,14,,,,,0,0,N,
61,숙박업,03_11_03_P,4160000,4160000-214-2021-00014,2021-04-02,,01,영업/정상,01,영업,,,,,,254.94,477-841,경기도 가평군 북면 제령리 108-15 1층~2층,"경기도 가평군 북면 가화로 1168-26, 1층~2층",12405,가평 르벨라 펜션,2026-03-27 14:57:29,U,2026-03-29 02:40:00,숙박업(생활),247169.337965613,488278.053840939,숙박업(생활),2,0,1,2,0,0,0,4,,,,,0,0,N,
62,숙박업,03_11_03_P,3000000,3000000-201-2025-00006,2025-03-06,,01,영업/정상,01,영업,,,,,,251.42,110-808,서울특별시 종로구 돈의동 103-62,"서울특별시 종로구 돈화문로9가길 19, 1~4층 (돈의동)",03139,익선 아뜨리에,2026-03-27 13:25:45,U,2026-03-29 02:40:00,관광호텔,199130.409496824,452218.631188846,관광호텔,4,0,1,4,0,0,0,10,,,,자가,0,0,N,
63,숙박업,03_11_03_P,3000000,3000000-201-2025-00008,2025-03-20,,01,영업/정상,01,영업,,,,,,212.96,110-111,서울특별시 종로구 관철동 19-16 신양빌딩,"서울특별시 종로구 삼일대로17길 46, 신양빌딩 4,5층 (관철동)",03189,수레지던스,2026-03-27 13:26:31,U,2026-03-29 02:40:00,관광호텔,198600.044394976,451890.546463187,관광호텔,0,0,4,5,0,0,0,17,,,,임대,0,0,N,
64,숙박업,03_11_03_P,3000000,3000000-201-2025-00007,2025-03-12,,01,영업/정상,01,영업,,,,,,361.18,110-835,서울특별시 종로구 종로5가 42-1 메디칼라움빌딩,"서울특별시 종로구 종로 233-1, 메디칼라움빌딩 4,5층 (종로5가)",03126,EIGHT REST HOSTEL,2026-03-27 13:26:56,U,2026-03-29 02:40:00,관광호텔,200259.754525539,452113.150872578,관광호텔,6,0,4,5,0,0,0,20,,,,임대,0,0,N,
65,숙박업,03_11_03_P,3000000,3000000-201-2025-00009,2025-04-07,,01,영업/정상,01,영업,,,,,,228.23,110-130,서울특별시 종로구 청진동 11-6 삼선빌딩,"서울특별시 종로구 종로5길 32-5, 삼선빌딩 4층 (청진동)",03158,스튜디오 밀루 종로광화문점,2026-03-27 13:28:00,U,2026-03-29 02:40:00,관광호텔,198237.929525915,452179.998288835,관광호텔,0,0,4,0,0,0,0,12,,,,임대,0,0,N,
66,숙박업,03_11_03_P,3000000,3000000-201-2023-00002,2023-12-21,,01,영업/정상,01,영업,,,,,,518.08,110-826,서울특별시 종로구 숭인동 217-26 케이디오피스텔,"서울특별시 종로구 종로62길 17, 케이디오피스텔 4,5층 (숭인동)",03115,케이디 호스텔,2026-03-27 13:28:15,U,2026-03-29 02:40:00,관광호텔,201649.840328936,452323.368074798,관광호텔,0,0,4,5,0,0,0,19,,,,임대,0,0,N,
67,숙박업,03_11_03_P,3010000,3010000-201-2015-00033,2015-10-13,,01,영업/정상,01,영업,,,,,070 77793327,357.77,100-102,서울특별시 중구 태평로2가 366-1 3층,"서울특별시 중구 덕수궁길 7, 3층 (태평로2가)",04515,24게스트하우스 서울시청점,2026-03-27 15:10:16,U,2026-03-29 02:40:00,숙박업 기타,197838.506308443,451380.770303032,숙박업 기타,0,0,3,3,0,0,0,16,,,,임대,0,0,N,
68,숙박업,03_11_03_P,3010000,3010000-201-2003-00003,2003-02-18,,01,영업/정상,01,영업,,,,,22771141,1370.66,100-400,서울특별시 중구 쌍림동 240,서울특별시 중구 퇴계로56길 18 (쌍림동),04615,영빈호텔,2026-03-27 15:11:37,U,2026-03-29 02:40:00,숙박업 기타,200419.832186515,451197.291107237,숙박업 기타,6,0,0,6,0,0,0,36,,,,자가,0,0,N,
70,숙박업,03_11_03_P,3000000,3000000-201-2024-00009,2024-12-04,,01,영업/정상,01,영업,,,,,02 7664436,533.00,110-842,서울특별시 종로구 창신동 464-4,"서울특별시 종로구 종로46길 1, 4,5층 (창신동)",03119,케이스테이,2026-03-27 13:27:39,U,2026-03-29 02:40:00,관광호텔,200899.709096426,452134.545425205,관광호텔,5,1,4,5,0,0,0,26,,,,임대,0,0,N,
71,숙박업,03_11_03_P,3000000,3000000-201-2024-00008,2024-11-20,,01,영업/정상,01,영업,,,,,,138.80,110-840,서울특별시 종로구 창신동 150,"서울특별시 종로구 종로 313-3, 3,4층 (창신동)",03105,오리지날 백패커스,2026-03-27 13:27:18,U,2026-03-29 02:40:00,관광호텔,201038.054251039,452238.219197074,관광호텔,0,0,3,4,0,0,0,10,,,,임대,0,0,N,
