번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),법인구분명,구분명,
4,유료직업소개소,11_50_02_P,3820000,2026382042214500002,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,경기도 의정부시 의정부동 96-3,"경기도 의정부시 태평로 46, 202호 (의정부동)",11698,두리인력,2026-03-27 16:44:44,I,2026-03-29 00:20:01,,204446.600499134,470454.193795509,개인,유료,
9,유료직업소개소,11_50_02_P,3200000,2026320022414500004,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,서울특별시 관악구 봉천동 923-2 401호,"서울특별시 관악구 남부순환로 1751, 401호 (봉천동)",08757,한솔직업소개소,2026-03-27 17:23:34,I,2026-03-29 00:20:01,,195048.376713777,442241.290545297,개인,유료,
11,유료직업소개소,11_50_02_P,5600000,2026560022914500005,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,경기도 포천시 내촌면 소학리 337-5,경기도 포천시 내촌면 금강로2536번길 22-5,11188,빡빡이인력,2026-03-27 11:03:44,I,2026-03-29 00:20:01,,221409.293529057,477287.270277701,개인,유료,
12,유료직업소개소,11_50_02_P,4201000,2026420101814500002,2026-03-27,,01,영업/정상,20,영업중,,,,,,,,강원특별자치도 강릉시 교동 162-118,"강원특별자치도 강릉시 강릉대로 209, 1층층 (교동)",25503,결실 유료직업소개소,2026-03-27 13:38:36,I,2026-03-29 00:20:01,,366790.980265587,474572.348499003,개인,유료,
14,유료직업소개소,11_50_02_P,3220000,2026322025014500013,2022-01-17,,01,영업/정상,20,영업중,,,,,,,,서울특별시 강남구 논현동 203,"서울특별시 강남구 봉은사로 129-1, 606호 (논현동)",06121,피플인사이트파트너스 주식회사,2026-03-27 09:14:08,I,2026-03-29 00:20:01,,202422.404397085,444877.223579374,법인,유료,
15,유료직업소개소,11_50_02_P,3220000,2013322016314500020,2013-03-18,,03,폐업,40,폐업,2026-03-24,,,,02  34537174,,,서울특별시 강남구 역삼동 832번지 7호 황화빌딩,"서울특별시 강남구 강남대로 320, 황화빌딩 1412호 (역삼동)",06252,(주)프라이머리에이치알,2026-03-27 11:01:19,U,2026-03-29 02:40:00,,202667.551184905,443299.218136257,법인,유료,
16,유료직업소개소,11_50_02_P,3820000,2019382025514500004,2019-04-03,,01,영업/정상,20,영업중,,,,,,,,경기도 의정부시 의정부동 600-4,"경기도 의정부시 경의로 42, 3층 302호 (의정부동)",11626,봄케어,2026-03-27 15:25:43,U,2026-03-29 02:40:00,,203461.629468296,470022.392425632,개인,유료,
17,유료직업소개소,11_50_02_P,3010000,2022301016514500005,2022-04-14,,01,영업/정상,20,영업중,,,,,02  776 5557,,,서울특별시 중구 명동1가 54-8 개양빌딩,"서울특별시 중구 명동3길 6, 개양빌딩 10층 (명동1가)",04534,주식회사 보배써치,2026-03-27 17:42:28,U,2026-03-29 02:40:00,,198490.512404745,451316.412077837,법인,유료,
18,유료직업소개소,11_50_02_P,3780000,2002378007611500023,2002-10-19,,01,영업/정상,20,영업중,,,,,031  7073205,,,경기도 성남시 분당구 야탑동 366-1 관보골든쇼핑스포츠빌딩,"경기도 성남시 분당구 성남대로916번길 5, 관보골든쇼핑스포츠빌딩 122호 (야탑동)",13506,가교파출직업넷,2026-03-27 14:15:02,U,2026-03-29 02:40:00,,211426.820391674,434400.525152819,개인,유료,
20,유료직업소개소,11_50_02_P,3200000,2026320022414500003,2025-04-04,,01,영업/정상,20,영업중,,,,,,,,서울특별시 관악구 신림동 1516-2 2층 11호,"서울특별시 관악구 신림로 107, 2층 11호 (신림동)",08813,아트인력,2026-03-27 19:59:31,U,2026-03-29 02:40:00,,194390.838261699,440930.551467844,개인,유료,
21,유료직업소개소,11_50_02_P,3210000,2026321019514500004,2025-01-06,,01,영업/정상,20,영업중,,,,,0269533497,,,서울특별시 강남구 역삼동 644-7,"서울특별시 강남구 테헤란로25길 15-5, 5층 (역삼동)",06131,주식회사 커넥티드456,2026-03-27 10:38:09,U,2026-03-29 02:40:00,,203009.55185988,444379.418010621,법인,유료,
22,유료직업소개소,11_50_02_P,3210000,2018321018514500017,2018-06-19,,01,영업/정상,20,영업중,,,,,02  514 3278,,,서울특별시 서초구 서초동 1658-22 미주빌딩,"서울특별시 서초구 서초중앙로20길 27, 미주빌딩 402호 (서초동)",06634,소망헬퍼,2026-03-27 15:24:25,U,2026-03-29 02:40:00,,201313.919293611,443364.332054179,개인,유료,
23,유료직업소개소,11_50_02_P,3010000,2002301007111500027,2001-11-08,,01,영업/정상,20,영업중,,,,,02  21788024,,,서울특별시 중구 신당동 426번지 3호 bs빌딩,서울특별시 중구 동호로14길 7 (신당동),100-834,스탭스주식회사,2026-03-27 14:11:02,U,2026-03-29 02:40:00,,200841.86944868,450423.826271111,법인,유료,
25,유료직업소개소,11_50_02_P,3860000,2016387005214500010,2016-05-26,,03,폐업,40,폐업,2026-03-27,,,,,,,경기도 부천시 원미구 춘의동 144번지 26호 2층,"경기도 부천시 원미구 계남로 309, 2층 (춘의동)",14530,좋은 파출나라,2026-03-27 11:08:29,U,2026-03-29 02:40:00,,180670.762303151,444578.12975459,개인,유료,
26,유료직업소개소,11_50_02_P,3860000,2021386061014500001,2021-08-04,,03,폐업,40,폐업,2026-03-27,,,,070 48015799,,,경기도 부천시 원미구 중동 1079 뉴월드타운,"경기도 부천시 원미구 길주로 311, 뉴월드타운 601호 일부 609호 (중동)",14534,워크온코리아,2026-03-27 17:02:45,U,2026-03-29 02:40:00,,180239.684811954,444599.292521943,개인,유료,
27,유료직업소개소,11_50_02_P,3780000,2020378028814500009,2017-10-19,,01,영업/정상,20,영업중,,,,,031 778 6537,,,"경기도 성남시 분당구 정자동 162-1 분당 정자동 푸르지오시티 108,1호","경기도 성남시 분당구 정자로 2, 분당 정자동 푸르지오시티 1층 108,116,117호 (정자동)",13560,위크루트[(주)커리어크레딧],2026-03-27 13:29:59,U,2026-03-29 02:40:00,,209234.683335466,429000.897324745,개인,유료,
28,유료직업소개소,11_50_02_P,3220000,2025322025014500039,2025-11-10,,01,영업/정상,20,영업중,,,,,025675021,,,서울특별시 강남구 삼성동 143-40 위워크타워,"서울특별시 강남구 테헤란로 427, 위워크타워 9층 (삼성동)",06159,주식회사 두들린,2026-03-27 16:50:24,U,2026-03-29 02:40:00,,204673.885419693,444906.38806611,법인,유료,
35,유료직업소개소,11_50_02_P,3150000,2025315020114500010,2025-05-04,,03,폐업,40,폐업,2026-03-27,,,,,,,서울특별시 강서구 마곡동 798-11 문영 퀸즈파크13,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 608호 (마곡동)",07807,주식회사 마스터웨이,2026-03-27 13:39:18,U,2026-03-29 02:40:00,,184578.929001014,450713.855921875,법인,유료,
37,유료직업소개소,11_50_02_P,3230000,2022323025914500009,2022-03-29,,01,영업/정상,20,영업중,,,,,02  407 8797,,,서울특별시 송파구 가락동 98-7 거북이빌딩,"서울특별시 송파구 송파대로28길 13, 거북이빌딩 6층 614호 (가락동)",05719,케이파출 동부센터,2026-03-27 09:27:16,U,2026-03-29 02:40:00,,210491.321883503,443569.763243482,개인,유료,
38,유료직업소개소,11_50_02_P,3220000,2021322025014500010,2021-03-12,,01,영업/정상,20,영업중,,,,,,,,서울특별시 강남구 역삼동 702-10 아남타워빌딩,"서울특별시 강남구 테헤란로 311, 아남타워빌딩 1508호 (역삼동)",06151,스톤브릿지파트너스 주식회사,2026-03-27 15:27:56,U,2026-03-29 02:40:00,,203894.031407652,444624.818170279,법인,유료,
40,유료직업소개소,11_50_02_P,3040000,2018304019114500019,2009-11-16,,01,영업/정상,20,영업중,,,,,,,,서울특별시 광진구 능동 283-17 광정빌딩,"서울특별시 광진구 능동로 266, 광정빌딩 2층 208호 (능동)",04990,오케이리쿠루팅,2026-03-27 13:42:36,U,2026-03-29 02:40:00,,206813.616512143,450161.864274532,개인,유료,
